,Unnamed: 0,qkey,attribute,group,D_H,R_H
1864,154,GOVPRIOe_W41,MARITAL,Widowed,"[0.40097372, 0.42189776, 0.13916487, 0.03796365]",0.0
1865,155,FTRWORRYf_W41,MARITAL,Divorced,"[0.38631499, 0.30043526, 0.19481355, 0.1184362]",0.0019108711910625
1866,156,FTRWORRYf_W41,MARITAL,Married,"[0.37129907, 0.26447549, 0.24510354, 0.11912189]",0.0023935978373198
1867,157,FTRWORRYf_W41,MARITAL,Never been married,"[0.49994938, 0.27531231, 0.14889998, 0.07583833]",0.0042797640833627
1868,158,FTRWORRYf_W41,MARITAL,Separated,"[0.48088488, 0.28256282, 0.20425692, 0.03229538]",0.0091396312460855
1869,159,FTRWORRYf_W41,MARITAL,Widowed,"[0.32358399, 0.31441728, 0.25320249, 0.10879624]",0.0
1885,175,SOLVPROBg_W41,MARITAL,Divorced,"[0.22939447, 0.56581664, 0.10990895, 0.09487994]",0.0165580312555272
1886,176,SOLVPROBg_W41,MARITAL,Married,"[0.23158911, 0.54132208, 0.16503213, 0.06205668]",0.0189257690344706
1887,177,SOLVPROBg_W41,MARITAL,Never been married,"[0.18056892, 0.43734213, 0.26396447, 0.11812448]",0.011281399478392
1888,178,SOLVPROBg_W41,MARITAL,Separated,"[0.20190081, 0.43668722, 0.23321167, 0.1282003]",0.0
1889,179,SOLVPROBg_W41,MARITAL,Widowed,"[0.31456715, 0.55795303, 0.08307902, 0.0444008]",0.0190369740325869
1890,180,FTRWORRYe_W41,MARITAL,Divorced,"[0.47926266, 0.34779923, 0.12673538, 0.04620273]",0.0
1891,181,FTRWORRYe_W41,MARITAL,Married,"[0.45963551, 0.33018638, 0.17273159, 0.03744653]",0.0008629529804842
1892,182,FTRWORRYe_W41,MARITAL,Never been married,"[0.34653565, 0.33755026, 0.23520017, 0.08071391]",0.0
1893,183,FTRWORRYe_W41,MARITAL,Separated,"[0.4964778, 0.20633214, 0.25826264, 0.03892741]",0.0
1894,184,FTRWORRYe_W41,MARITAL,Widowed,"[0.3711893, 0.45347438, 0.16665766, 0.00867866]",0.004833840457399
1910,200,GOVPRIOfF1_W41,MARITAL,Divorced,"[0.27470187, 0.26976041, 0.21443396, 0.24110376]",0.0
1911,201,GOVPRIOfF1_W41,MARITAL,Married,"[0.18162221, 0.30598859, 0.2595551, 0.2528341]",0.0047907961809805
1912,202,GOVPRIOfF1_W41,MARITAL,Never been married,"[0.31568501, 0.32251032, 0.209043, 0.15276167]",0.0024273006844842
1913,203,GOVPRIOfF1_W41,MARITAL,Separated,"[0.23226397, 0.42366347, 0.27670891, 0.06736365]",0.0
1914,204,GOVPRIOfF1_W41,MARITAL,Widowed,"[0.18935975, 0.37107141, 0.15333522, 0.28623362]",0.025887789340175
1915,205,ETHNCMAJMOD_W41,MARITAL,Divorced,"[0.16411011, 0.15013699, 0.17603505, 0.09057169, 0.41914617]",0.0114496582938012
1916,206,ETHNCMAJMOD_W41,MARITAL,Married,"[0.13128504, 0.16755187, 0.1696552, 0.0872968, 0.44421109]",0.0059909011023464
1917,207,ETHNCMAJMOD_W41,MARITAL,Never been married,"[0.23363767, 0.2162024, 0.09530836, 0.05984171, 0.39500986]",0.0064986704407237
1918,208,ETHNCMAJMOD_W41,MARITAL,Separated,"[0.26802803, 0.3462813, 0.06413357, 0.0572003, 0.2643568]",0.0121820806856445
1919,209,ETHNCMAJMOD_W41,MARITAL,Widowed,"[0.13213643, 0.16559651, 0.20768404, 0.08102164, 0.41356138]",0.001711669079337
1920,210,FUTRCLASSb_W41,MARITAL,Divorced,"[0.22666831, 0.53466755, 0.23866414]",0.0043606603117358
1921,211,FUTRCLASSb_W41,MARITAL,Married,"[0.27765758, 0.46970757, 0.25263485]",0.0042367324238119
1922,212,FUTRCLASSb_W41,MARITAL,Never been married,"[0.28266687, 0.45231128, 0.26502185]",0.002564021163913
1923,213,FUTRCLASSb_W41,MARITAL,Separated,"[0.37191926, 0.40539579, 0.22268494]",0.0128213354707263
1924,214,FUTRCLASSb_W41,MARITAL,Widowed,"[0.3113956, 0.34662482, 0.34197958]",0.0150680875333944
1925,215,SOLVPROBb_W41,MARITAL,Divorced,"[0.07010415, 0.39270652, 0.3420031, 0.19518623]",0.0210243143143005
1926,216,SOLVPROBb_W41,MARITAL,Married,"[0.09502995, 0.46584763, 0.31141395, 0.12770847]",0.0135693575004142
1927,217,SOLVPROBb_W41,MARITAL,Never been married,"[0.08198016, 0.36146059, 0.35187846, 0.20468079]",0.0072524433518711
1928,218,SOLVPROBb_W41,MARITAL,Separated,"[0.12467869, 0.37992918, 0.3397078, 0.15568433]",0.0
1929,219,SOLVPROBb_W41,MARITAL,Widowed,"[0.13850819, 0.58941124, 0.15627697, 0.1158036]",0.0530034844914572
1930,220,SOLVPROBc_W41,MARITAL,Divorced,"[0.16255128, 0.48274867, 0.24449253, 0.11020752]",0.0161036787564699
1931,221,SOLVPROBc_W41,MARITAL,Married,"[0.16324899, 0.46811487, 0.2390528, 0.12958335]",0.0146101715908362
1932,222,SOLVPROBc_W41,MARITAL,Never been married,"[0.13854079, 0.36715313, 0.33849035, 0.15581572]",0.0116679500077083
1933,223,SOLVPROBc_W41,MARITAL,Separated,"[0.16891362, 0.56175048, 0.07199915, 0.19733676]",0.0361027795363426
1934,224,SOLVPROBc_W41,MARITAL,Widowed,"[0.2072838, 0.56636768, 0.18211633, 0.04423219]",0.0582607087780666
1945,235,ELDFINANCEF1_W41,MARITAL,Divorced,"[0.36013445, 0.21035898, 0.42950657]",0.0270996922708588
1946,236,ELDFINANCEF1_W41,MARITAL,Married,"[0.3490674, 0.3045712, 0.3463614]",0.0025976778371219
1947,237,ELDFINANCEF1_W41,MARITAL,Never been married,"[0.36654672, 0.27119795, 0.36225532]",0.002979436710686
1948,238,ELDFINANCEF1_W41,MARITAL,Separated,"[0.64116739, 0.17592891, 0.1829037]",0.0
1949,239,ELDFINANCEF1_W41,MARITAL,Widowed,"[0.31286131, 0.29374065, 0.39339804]",0.0164328121249469
1950,240,LEGALIMG_W41,MARITAL,Divorced,"[0.23928141, 0.51013612, 0.25058247]",0.0
1951,241,LEGALIMG_W41,MARITAL,Married,"[0.28189139, 0.47855138, 0.23955723]",0.0078098789568432
1952,242,LEGALIMG_W41,MARITAL,Never been married,"[0.28768664, 0.56188048, 0.15043288]",0.0156934526287765
1953,243,LEGALIMG_W41,MARITAL,Separated,"[0.21041369, 0.44216774, 0.34741857]",0.0121820806856445
1954,244,LEGALIMG_W41,MARITAL,Widowed,"[0.20164952, 0.45241633, 0.34593415]",0.0035217319138377
1955,245,GOVPRIOb_W41,MARITAL,Divorced,"[0.47841229, 0.40347703, 0.06975683, 0.04835385]",0.0044586906962917
1956,246,GOVPRIOb_W41,MARITAL,Married,"[0.50036376, 0.35413015, 0.08531239, 0.0601937]",0.0037281946356537
1957,247,GOVPRIOb_W41,MARITAL,Never been married,"[0.60025833, 0.28922655, 0.08652988, 0.02398524]",0.0027322176046887
1958,248,GOVPRIOb_W41,MARITAL,Separated,"[0.64842905, 0.18917688, 0.0807821, 0.08161197]",0.0
1959,249,GOVPRIOb_W41,MARITAL,Widowed,"[0.54508835, 0.36910257, 0.04039152, 0.04541756]",0.0
1960,250,GOVPRIOmF2_W41,MARITAL,Divorced,"[0.53732796, 0.36367983, 0.06715355, 0.03183865]",0.0012717550839014
1961,251,GOVPRIOmF2_W41,MARITAL,Married,"[0.43184049, 0.42666546, 0.10291213, 0.03858191]",0.0053434446467848
1962,252,GOVPRIOmF2_W41,MARITAL,Never been married,"[0.50343534, 0.34092893, 0.10724657, 0.04838917]",0.0167008857491799
1963,253,GOVPRIOmF2_W41,MARITAL,Separated,"[0.74758408, 0.22671648, 0.02569944, 0.0]",0.0
1964,254,GOVPRIOmF2_W41,MARITAL,Widowed,"[0.67375832, 0.24880601, 0.03396138, 0.04347429]",0.0
1965,255,GOVPRIOjF1_W41,MARITAL,Divorced,"[0.36401191, 0.48322831, 0.09926245, 0.05349733]",0.0
1966,256,GOVPRIOjF1_W41,MARITAL,Married,"[0.40751396, 0.34178236, 0.16176137, 0.08894231]",0.0
1967,257,GOVPRIOjF1_W41,MARITAL,Never been married,"[0.33599909, 0.39476735, 0.1967923, 0.07244126]",0.0
1968,258,GOVPRIOjF1_W41,MARITAL,Separated,"[0.42755145, 0.26985671, 0.23981533, 0.06277652]",0.0
1969,259,GOVPRIOjF1_W41,MARITAL,Widowed,"[0.52468027, 0.38104998, 0.0673718, 0.02689796]",0.0
1970,260,GOVPRIOlF2_W41,MARITAL,Divorced,"[0.13478083, 0.34651551, 0.3348939, 0.18380976]",0.0063285081599143
1971,261,GOVPRIOlF2_W41,MARITAL,Married,"[0.14778815, 0.38835501, 0.35679249, 0.10706434]",0.0034600337258207
1972,262,GOVPRIOlF2_W41,MARITAL,Never been married,"[0.22210938, 0.41420171, 0.24639214, 0.11729677]",0.0
1973,263,GOVPRIOlF2_W41,MARITAL,Separated,"[0.25067582, 0.43738343, 0.2954418, 0.01649895]",0.0
1974,264,GOVPRIOlF2_W41,MARITAL,Widowed,"[0.12913553, 0.47314242, 0.26391984, 0.13380221]",0.0
1975,265,HARASS1NOWRKF2d_W41,MARITAL,Divorced,"[0.54455049, 0.33849341, 0.1169561]",0.0
1976,266,HARASS1NOWRKF2d_W41,MARITAL,Married,"[0.59838949, 0.31083297, 0.09077754]",0.0044088403372948
1977,267,HARASS1NOWRKF2d_W41,MARITAL,Never been married,"[0.64322499, 0.2889866, 0.06778841]",0.0126554617220382
1978,268,HARASS1NOWRKF2d_W41,MARITAL,Separated,"[0.69650455, 0.16218671, 0.14130873]",0.0
1979,269,HARASS1NOWRKF2d_W41,MARITAL,Widowed,"[0.51632785, 0.46277857, 0.02089358]",0.0
1995,285,WRKTRN1F1_W41,MARITAL,Divorced,"[0.08776398, 0.13078083, 0.41646911, 0.36498608]",0.0
1996,286,WRKTRN1F1_W41,MARITAL,Married,"[0.08045775, 0.12531232, 0.34301875, 0.45121118]",0.0015096027799021
1997,287,WRKTRN1F1_W41,MARITAL,Never been married,"[0.15176318, 0.09987962, 0.44609394, 0.30226325]",0.0017770973013667
1998,288,WRKTRN1F1_W41,MARITAL,Separated,"[0.32341204, 0.06049742, 0.33763639, 0.27845415]",0.0
1999,289,WRKTRN1F1_W41,MARITAL,Widowed,"[0.10450865, 0.051025, 0.44086064, 0.40360571]",0.0
2000,290,GOVPRIOgF1_W41,MARITAL,Divorced,"[0.37171483, 0.31150111, 0.23956028, 0.07722378]",0.0082671366629154
2001,291,GOVPRIOgF1_W41,MARITAL,Married,"[0.42535141, 0.28880803, 0.20850961, 0.07733096]",0.0
2002,292,GOVPRIOgF1_W41,MARITAL,Never been married,"[0.25496687, 0.30682095, 0.27728893, 0.16092324]",0.001203470180083
2003,293,GOVPRIOgF1_W41,MARITAL,Separated,"[0.29867042, 0.34544249, 0.2737559, 0.0821312]",0.0
2004,294,GOVPRIOgF1_W41,MARITAL,Widowed,"[0.54435329, 0.22655451, 0.1546232, 0.074469]",0.0193587519709158
2015,305,GOVPRIOkF2_W41,MARITAL,Divorced,"[0.29688471, 0.43639995, 0.17564876, 0.09106658]",0.0240424930643091
2016,306,GOVPRIOkF2_W41,MARITAL,Married,"[0.24849512, 0.41484959, 0.21166264, 0.12499264]",0.0027319883729684
2017,307,GOVPRIOkF2_W41,MARITAL,Never been married,"[0.15980708, 0.32774684, 0.20460802, 0.30783807]",0.0038091103604092
2018,308,GOVPRIOkF2_W41,MARITAL,Separated,"[0.29339224, 0.52584781, 0.10331059, 0.07744936]",0.0
2019,309,GOVPRIOkF2_W41,MARITAL,Widowed,"[0.35049647, 0.40516783, 0.09999973, 0.14433598]",0.0
2020,310,GOVPRIOiF1_W41,MARITAL,Divorced,"[0.36819094, 0.4935785, 0.13823055, 0.0]",0.0
2021,311,GOVPRIOiF1_W41,MARITAL,Married,"[0.35934754, 0.54408234, 0.09371358, 0.00285654]",0.0
2022,312,GOVPRIOiF1_W41,MARITAL,Never been married,"[0.32881518, 0.46288952, 0.17979399, 0.02850131]",0.0
2023,313,GOVPRIOiF1_W41,MARITAL,Separated,"[0.15900396, 0.70479624, 0.1361998, 0.0]",0.0
2024,314,GOVPRIOiF1_W41,MARITAL,Widowed,"[0.38964519, 0.49813611, 0.09560562, 0.01661308]",0.0
2025,315,INTRMAR_W41,MARITAL,Divorced,"[0.26113919, 0.13343498, 0.08868938, 0.02787673, 0.48885972]",0.0111757606713723
2026,316,INTRMAR_W41,MARITAL,Married,"[0.28398259, 0.20207293, 0.06909038, 0.03710181, 0.40775229]",0.0066268726456347
2027,317,INTRMAR_W41,MARITAL,Never been married,"[0.36462662, 0.20169423, 0.04551205, 0.03916863, 0.34899846]",0.0035292295762104
2028,318,INTRMAR_W41,MARITAL,Separated,"[0.28679009, 0.12630567, 0.07232229, 0.0717404, 0.44284154]",0.0
2029,319,INTRMAR_W41,MARITAL,Widowed,"[0.2316035, 0.15532582, 0.16707371, 0.05120455, 0.39479241]",0.0084566711345964
2040,330,HAPPEN2b_W41,MARITAL,Divorced,"[0.20946695, 0.50273247, 0.24907183, 0.03872875]",0.0009221892091722
2041,331,HAPPEN2b_W41,MARITAL,Married,"[0.17716228, 0.45417135, 0.32913488, 0.0395315]",0.0047651161940153
2042,332,HAPPEN2b_W41,MARITAL,Never been married,"[0.26496473, 0.44558896, 0.24945643, 0.03998988]",0.0078248165940989
2043,333,HAPPEN2b_W41,MARITAL,Separated,"[0.27548935, 0.48365979, 0.19811192, 0.04273894]",0.0
2044,334,HAPPEN2b_W41,MARITAL,Widowed,"[0.14060092, 0.47667664, 0.33824647, 0.04447597]",0.0
2055,345,FUTR_DIV_W41,MARITAL,Divorced,"[0.28659371, 0.06796708, 0.64543922]",0.0069576521868052
2056,346,FUTR_DIV_W41,MARITAL,Married,"[0.31202066, 0.1062953, 0.58168403]",0.0136507740981659
2057,347,FUTR_DIV_W41,MARITAL,Never been married,"[0.30403792, 0.14761366, 0.54834842]",0.0013478715104174
2058,348,FUTR_DIV_W41,MARITAL,Separated,"[0.21173232, 0.31321738, 0.4750503]",0.0717404003907084
2059,349,FUTR_DIV_W41,MARITAL,Widowed,"[0.20874897, 0.12404136, 0.66720967]",0.0314389954723699
2070,360,HARASS1F1d_W41,MARITAL,Divorced,"[0.52688165, 0.37756019, 0.09555816]",0.0
2071,361,HARASS1F1d_W41,MARITAL,Married,"[0.55875216, 0.3610482, 0.08019964]",0.0109728736924242
2072,362,HARASS1F1d_W41,MARITAL,Never been married,"[0.63965001, 0.28564956, 0.07470044]",0.0009332034594217
2073,363,HARASS1F1d_W41,MARITAL,Separated,"[0.77955934, 0.2026489, 0.01779177]",0.0
2074,364,HARASS1F1d_W41,MARITAL,Widowed,"[0.70567737, 0.27016311, 0.02415952]",0.0
2080,370,GOVPRIOc_W41,MARITAL,Divorced,"[0.69186707, 0.22676755, 0.04137, 0.03999538]",0.0030681480296849
2081,371,GOVPRIOc_W41,MARITAL,Married,"[0.66294609, 0.19520613, 0.07854681, 0.06330097]",0.0014252941266132
2082,372,GOVPRIOc_W41,MARITAL,Never been married,"[0.67683228, 0.21276284, 0.06856363, 0.04184125]",0.0
2083,373,GOVPRIOc_W41,MARITAL,Separated,"[0.78156258, 0.13682546, 0.08161197, 0.0]",0.0
2084,374,GOVPRIOc_W41,MARITAL,Widowed,"[0.72502677, 0.21668117, 0.02873997, 0.02955209]",0.0099825511013196
2110,400,FTRWORRYc_W41,MARITAL,Divorced,"[0.5499251, 0.34513676, 0.07544953, 0.02948862]",0.0056907695711929
2111,401,FTRWORRYc_W41,MARITAL,Married,"[0.50376364, 0.3683329, 0.11270746, 0.015196]",0.0050058347776677
2112,402,FTRWORRYc_W41,MARITAL,Never been married,"[0.45336576, 0.38766093, 0.11069717, 0.04827613]",0.0062794021732537
2113,403,FTRWORRYc_W41,MARITAL,Separated,"[0.45622489, 0.40968025, 0.09967045, 0.03442441]",0.0704208180215698
2114,404,FTRWORRYc_W41,MARITAL,Widowed,"[0.48410364, 0.38951036, 0.126386, 0.0]",0.000890663015136
2115,405,SOLVPROBh_W41,MARITAL,Divorced,"[0.21012686, 0.54661642, 0.19368799, 0.04956872]",0.0201549693860026
2116,406,SOLVPROBh_W41,MARITAL,Married,"[0.22779191, 0.50218203, 0.17191214, 0.09811393]",0.0100858892190064
2117,407,SOLVPROBh_W41,MARITAL,Never been married,"[0.27000235, 0.50207857, 0.14748107, 0.08043801]",0.005857866315209
2118,408,SOLVPROBh_W41,MARITAL,Separated,"[0.25910199, 0.63894171, 0.044084, 0.0578723]",0.0
2119,409,SOLVPROBh_W41,MARITAL,Widowed,"[0.1819928, 0.61590332, 0.12731941, 0.07478447]",0.0456441556049654
2120,410,ELDFINANCEF2_W41,MARITAL,Divorced,"[0.12569034, 0.64642698, 0.22788268]",0.0298287543699679
2121,411,ELDFINANCEF2_W41,MARITAL,Married,"[0.15845585, 0.50746061, 0.33408354]",0.0200822135284844
2122,412,ELDFINANCEF2_W41,MARITAL,Never been married,"[0.10970573, 0.6297094, 0.26058487]",0.0281461899973943
2123,413,ELDFINANCEF2_W41,MARITAL,Separated,"[0.16332772, 0.78905089, 0.04762139]",0.0
2124,414,ELDFINANCEF2_W41,MARITAL,Widowed,"[0.17567889, 0.56251508, 0.26180602]",0.0234176828344033
2135,425,GOVPRIOoF2_W41,MARITAL,Divorced,"[0.41362938, 0.32784558, 0.20597686, 0.05254818]",0.0240424930643091
2136,426,GOVPRIOoF2_W41,MARITAL,Married,"[0.46410259, 0.26103241, 0.17951162, 0.09535338]",0.0007939422223463
2137,427,GOVPRIOoF2_W41,MARITAL,Never been married,"[0.55996528, 0.27316443, 0.11502699, 0.0518433]",0.0038091103604092
2138,428,GOVPRIOoF2_W41,MARITAL,Separated,"[0.71461847, 0.16001199, 0.10887059, 0.01649895]",0.0
2139,429,GOVPRIOoF2_W41,MARITAL,Widowed,"[0.39377493, 0.28994864, 0.24772119, 0.06855524]",0.0
2208,48,HARASS1F1b_W41,RELIG,Agnostic,"[0.5058356, 0.259353, 0.23481139]",0.0
2209,49,HARASS1F1b_W41,RELIG,Atheist,"[0.3386448, 0.3785842, 0.282771]",0.0
2210,50,HARASS1F1b_W41,RELIG,Buddhist,"[0.02109281, 0.55340514, 0.42550205]",0.0
2211,51,HARASS1F1b_W41,RELIG,Hindu,"[0.61739736, 0.0, 0.38260264]",0.0
2212,52,HARASS1F1b_W41,RELIG,Jewish,"[0.49310153, 0.42707122, 0.07982725]",0.0
2213,53,HARASS1F1b_W41,RELIG,Mormon,"[0.43269851, 0.33868978, 0.22861171]",0.0
2214,54,HARASS1F1b_W41,RELIG,Muslim,"[0.65047932, 0.23075846, 0.11876222]",0.0
2215,55,HARASS1F1b_W41,RELIG,Nothing in particular,"[0.5205155, 0.32500634, 0.15447816]",0.0
2216,56,HARASS1F1b_W41,RELIG,Orthodox,"[0.86698502, 0.0, 0.13301498]",0.0
2217,57,HARASS1F1b_W41,RELIG,Other,"[0.3185561, 0.50771316, 0.17373074]",0.0
2218,58,HARASS1F1b_W41,RELIG,Protestant,"[0.54386194, 0.35767477, 0.09846329]",0.0012410575917254
2219,59,HARASS1F1b_W41,RELIG,Roman Catholic,"[0.52381498, 0.3707175, 0.10546752]",0.0127466417487847
2220,60,HARASS3NOWRKF2_W41,RELIG,Agnostic,"[0.24822272, 0.29906299, 0.45271429]",0.0
2221,61,HARASS3NOWRKF2_W41,RELIG,Atheist,"[0.16908574, 0.3665077, 0.46440655]",0.0
2222,62,HARASS3NOWRKF2_W41,RELIG,Buddhist,"[0.82845418, 0.17154582, 0.0]",0.0
2223,63,HARASS3NOWRKF2_W41,RELIG,Hindu,"[0.40061967, 0.19777538, 0.40160496]",0.0
2224,64,HARASS3NOWRKF2_W41,RELIG,Jewish,"[0.07357649, 0.6907577, 0.23566581]",0.0119435265815315
2225,65,HARASS3NOWRKF2_W41,RELIG,Mormon,"[0.05367371, 0.73268755, 0.21363874]",0.0
2226,66,HARASS3NOWRKF2_W41,RELIG,Muslim,"[0.0, 0.49529288, 0.50470712]",0.0
2227,67,HARASS3NOWRKF2_W41,RELIG,Nothing in particular,"[0.0916201, 0.52578107, 0.38259883]",0.008530510759845
2228,68,HARASS3NOWRKF2_W41,RELIG,Orthodox,"[0.0, 0.54393762, 0.45606238]",0.0
2229,69,HARASS3NOWRKF2_W41,RELIG,Other,"[0.04048365, 0.56632383, 0.39319253]",0.0
2230,70,HARASS3NOWRKF2_W41,RELIG,Protestant,"[0.07911995, 0.65258397, 0.26829608]",0.0043070408401388
2231,71,HARASS3NOWRKF2_W41,RELIG,Roman Catholic,"[0.20973566, 0.52659144, 0.2636729]",0.0174443585821978
2244,84,SOLVPROBdF1_W41,RELIG,Agnostic,"[0.01085599, 0.39204513, 0.33831144, 0.25878744]",0.0192057773596678
2245,85,SOLVPROBdF1_W41,RELIG,Atheist,"[0.01140163, 0.51332964, 0.30632086, 0.16894786]",0.0
2246,86,SOLVPROBdF1_W41,RELIG,Buddhist,"[0.0, 0.02351071, 0.79438629, 0.182103]",0.1028421703153096
2247,87,SOLVPROBdF1_W41,RELIG,Hindu,"[0.45860146, 0.1587959, 0.38260264, 0.0]",0.0
2248,88,SOLVPROBdF1_W41,RELIG,Jewish,"[0.13337297, 0.18640613, 0.32855955, 0.35166135]",0.023028669151205
2249,89,SOLVPROBdF1_W41,RELIG,Mormon,"[0.24083806, 0.28445644, 0.21921518, 0.25549032]",0.0
2250,90,SOLVPROBdF1_W41,RELIG,Muslim,"[0.32711467, 0.3438724, 0.17472286, 0.15429007]",0.0
2251,91,SOLVPROBdF1_W41,RELIG,Nothing in particular,"[0.05212786, 0.32021206, 0.40096935, 0.22669072]",0.0030918154045508
2252,92,SOLVPROBdF1_W41,RELIG,Orthodox,"[0.0, 0.0, 1.0, 0.0]",0.0
2253,93,SOLVPROBdF1_W41,RELIG,Other,"[0.06263036, 0.3874573, 0.24998274, 0.2999296]",0.0
2254,94,SOLVPROBdF1_W41,RELIG,Protestant,"[0.07515375, 0.35874543, 0.36846133, 0.19763948]",0.0084964579085827
2255,95,SOLVPROBdF1_W41,RELIG,Roman Catholic,"[0.09838518, 0.41011085, 0.3502871, 0.14121688]",0.0074757769830225
2256,96,GOVPRIOnF2_W41,RELIG,Agnostic,"[0.07781719, 0.20030626, 0.15091118, 0.57096537]",0.0346444614992171
2257,97,GOVPRIOnF2_W41,RELIG,Atheist,"[0.06540929, 0.08340075, 0.1804148, 0.67077517]",0.0
2258,98,GOVPRIOnF2_W41,RELIG,Buddhist,"[0.0, 0.0, 0.49772004, 0.50227996]",0.0
2259,99,GOVPRIOnF2_W41,RELIG,Hindu,"[0.30683887, 0.21683994, 0.27854581, 0.19777538]",0.0
2260,100,GOVPRIOnF2_W41,RELIG,Jewish,"[0.14660002, 0.08113841, 0.1940073, 0.57825427]",0.0
2261,101,GOVPRIOnF2_W41,RELIG,Mormon,"[0.19306297, 0.15748803, 0.17056395, 0.47888505]",0.0
2262,102,GOVPRIOnF2_W41,RELIG,Muslim,"[0.14510963, 0.21745442, 0.42080066, 0.21663529]",0.0
2263,103,GOVPRIOnF2_W41,RELIG,Nothing in particular,"[0.16405185, 0.31907706, 0.21862375, 0.29824735]",0.0
2264,104,GOVPRIOnF2_W41,RELIG,Orthodox,"[0.0, 0.0, 0.0, 1.0]",0.0
2265,105,GOVPRIOnF2_W41,RELIG,Other,"[0.06085319, 0.22637587, 0.06949802, 0.64327293]",0.0
2266,106,GOVPRIOnF2_W41,RELIG,Protestant,"[0.15324697, 0.33601447, 0.17185166, 0.3388869]",0.0136799202917939
2267,107,GOVPRIOnF2_W41,RELIG,Roman Catholic,"[0.16837671, 0.34032319, 0.16229665, 0.32900344]",0.0020920154751748
2268,108,HAPPEN2f_W41,RELIG,Agnostic,"[0.15435344, 0.58935252, 0.21629112, 0.04000291]",0.0
2269,109,HAPPEN2f_W41,RELIG,Atheist,"[0.10416906, 0.53111573, 0.36471521, 0.0]",0.002122180443539
2270,110,HAPPEN2f_W41,RELIG,Buddhist,"[0.1372721, 0.36207712, 0.21897064, 0.28168014]",0.0
2271,111,HAPPEN2f_W41,RELIG,Hindu,"[0.21202079, 0.44136161, 0.29397797, 0.05263963]",0.0
2272,112,HAPPEN2f_W41,RELIG,Jewish,"[0.10570007, 0.57997998, 0.16364747, 0.15067248]",0.0081165460021109
2273,113,HAPPEN2f_W41,RELIG,Mormon,"[0.02683124, 0.63026132, 0.33879726, 0.00411019]",0.0
2274,114,HAPPEN2f_W41,RELIG,Muslim,"[0.0, 0.7683469, 0.10782149, 0.1238316]",0.0
2275,115,HAPPEN2f_W41,RELIG,Nothing in particular,"[0.13899663, 0.48350626, 0.30806745, 0.06942967]",0.0056770467582285
2276,116,HAPPEN2f_W41,RELIG,Orthodox,"[0.0, 0.70186838, 0.29813162, 0.0]",0.3925627284357481
2277,117,HAPPEN2f_W41,RELIG,Other,"[0.15138718, 0.57934113, 0.25890251, 0.01036918]",0.0100560531527921
2278,118,HAPPEN2f_W41,RELIG,Protestant,"[0.09897092, 0.54369509, 0.28167729, 0.0756567]",0.0112910691303288
2279,119,HAPPEN2f_W41,RELIG,Roman Catholic,"[0.17580263, 0.51579838, 0.26709977, 0.04129922]",0.0061632602259034
2280,120,AUTOWKPLC_W41,RELIG,Agnostic,"[0.17670447, 0.47832768, 0.34496784]",0.0
2281,121,AUTOWKPLC_W41,RELIG,Atheist,"[0.23265602, 0.31738982, 0.44995416]",0.0
2282,122,AUTOWKPLC_W41,RELIG,Buddhist,"[0.0, 0.3409986, 0.6590014]",0.0
2283,123,AUTOWKPLC_W41,RELIG,Hindu,"[0.48101595, 0.48303247, 0.03595157]",0.0
2284,124,AUTOWKPLC_W41,RELIG,Jewish,"[0.21929463, 0.49924515, 0.28146022]",0.0077339831515603
2285,125,AUTOWKPLC_W41,RELIG,Mormon,"[0.24033115, 0.59509564, 0.16457321]",0.0
2286,126,AUTOWKPLC_W41,RELIG,Muslim,"[0.20262911, 0.53644394, 0.26092695]",0.0
2287,127,AUTOWKPLC_W41,RELIG,Nothing in particular,"[0.23874953, 0.46221303, 0.29903744]",0.0163002041957867
2288,128,AUTOWKPLC_W41,RELIG,Orthodox,"[0.0, 0.59510183, 0.40489817]",0.0
2289,129,AUTOWKPLC_W41,RELIG,Other,"[0.10591698, 0.61495379, 0.27912923]",0.0212899827090385
2290,130,AUTOWKPLC_W41,RELIG,Protestant,"[0.22851333, 0.52504259, 0.24644408]",0.0090667904782667
2291,131,AUTOWKPLC_W41,RELIG,Roman Catholic,"[0.23552037, 0.4787045, 0.28577513]",0.0054093992241332
2292,132,SOLVPROBf_W41,RELIG,Agnostic,"[0.13750021, 0.35417249, 0.359572, 0.14875529]",0.0028311812326169
2293,133,SOLVPROBf_W41,RELIG,Atheist,"[0.10308247, 0.48354641, 0.23619403, 0.17717709]",0.0096213387143287
2294,134,SOLVPROBf_W41,RELIG,Buddhist,"[0.25816593, 0.13014738, 0.28168014, 0.33000655]",0.0
2295,135,SOLVPROBf_W41,RELIG,Hindu,"[0.05135945, 0.19644243, 0.53936156, 0.21283656]",0.0
2296,136,SOLVPROBf_W41,RELIG,Jewish,"[0.07342096, 0.3993342, 0.25343217, 0.27381268]",0.0
2297,137,SOLVPROBf_W41,RELIG,Mormon,"[0.09994699, 0.26572356, 0.38390785, 0.2504216]",0.0
2298,138,SOLVPROBf_W41,RELIG,Muslim,"[0.28052448, 0.43258817, 0.26432761, 0.02255975]",0.0
2299,139,SOLVPROBf_W41,RELIG,Nothing in particular,"[0.08642608, 0.36096079, 0.30429003, 0.2483231]",0.009704825143128
